state+city+zip+pop+loc
CA+HELM+93627+832+[-120.093598, 36.499231]
CA+KERMAN+93630+11224+[-120.072444, 36.730576]
CA+KINGSBURG+93631+12263+[-119.543298, 36.508047]
CA+KINGS CANYON NAT+93633+472+[-119.068201, 36.780601]
CA+LOS BANOS+93635+18199+[-120.854387, 37.06266]
CA+MADERA+93637+20440+[-120.081966, 36.94026]
CA+MADERA+93638+36525+[-120.012778, 36.968726]
CA+MENDOTA+93640+8839+[-120.409287, 36.742365]
CA+MIRAMONTE+93641+607+[-119.047718, 36.68938]
CA+NORTH FORK+93643+2541+[-119.514324, 37.212531]
CA+OAKHURST+93644+8190+[-119.644854, 37.347561]
CA+O NEALS+93645+24+[-119.745369, 37.086874]
CA+ORANGE COVE+93646+6374+[-119.313502, 36.624283]
CA+OROSI+93647+7545+[-119.281522, 36.546368]
CA+PARLIER+93648+9076+[-119.537482, 36.610265]
CA+PINEDALE+93650+4164+[-119.800359, 36.841107]
CA+PRATHER+93651+1446+[-119.526771, 36.993799]
CA+RAISIN+93652+381+[-119.903158, 36.598928]
CA+RAYMOND+93653+491+[-119.876567, 37.27898]
CA+REEDLEY+93654+22370+[-119.437785, 36.604406]
CA+RIVERDALE+93656+4386+[-119.871953, 36.429525]
CA+SANGER+93657+27201+[-119.547796, 36.7243]
CA+SAN JOAQUIN+93660+2727+[-120.188934, 36.605869]
CA+SELMA+93662+21798+[-119.617026, 36.569524]
CA+SHAVER LAKE+93664+925+[-119.273031, 37.139695]
CA+TOLLHOUSE+93667+1820+[-119.391415, 36.99434]
CA+TRANQUILLITY+93668+1297+[-120.261655, 36.658376]
CA+WISHON+93669+474+[-119.557014, 37.281028]
CA+SQUAW VALLEY+93675+2731+[-119.181449, 36.707146]
CA+FRESNO+93701+15024+[-119.786705, 36.748727]
CA+FRESNO+93702+44477+[-119.753215, 36.739954]
CA+FRESNO+93703+30457+[-119.759401, 36.768445]
CA+FIG GARDEN VILLA+93704+26496+[-119.799745, 36.798781]
CA+FRESNO+93705+34114+[-119.828617, 36.786285]
CA+EASTON+93706+33682+[-119.820408, 36.700589]
CA+FRESNO+93710+29719+[-119.76205, 36.823643]
CA+FRESNO+93711+29809+[-119.831896, 36.830297]
CA+FRESNO+93720+21498+[-119.765522, 36.857944]
CA+FRESNO+93721+6156+[-119.784273, 36.737714]
CA+FRESNO+93722+33523+[-119.880119, 36.791779]
CA+CALWA+93725+19698+[-119.742477, 36.675312]
CA+FRESNO+93726+36325+[-119.760445, 36.794943]
CA+FRESNO+93727+51417+[-119.706055, 36.752796000000004]
CA+FRESNO+93728+15386+[-119.811314, 36.758095]
CA+SALINAS+93901+25605+[-121.659589, 36.667693]
CA+SALINAS+93905+41956+[-121.617606, 36.681143]
CA+SALINAS+93906+39534+[-121.643805, 36.710339]
CA+PRUNEDALE+93907+21061+[-121.665588, 36.765385]
CA+SALINAS+93908+15610+[-121.672861, 36.601122]
CA+BIG SUR+93920+1669+[-121.700897, 36.245798]
CA+CARMEL+93923+15293+[-121.894875, 36.545693]
CA+CARMEL VALLEY+93924+6066+[-121.724356, 36.478709]
CA+CHUALAR+93925+12+[-121.431964, 36.595042]
CA+GONZALES+93926+12842+[-121.410347, 36.490038]
CA+GREENFIELD+93927+8728+[-121.24507, 36.320178]
CA+KING CITY+93930+11299+[-121.127329, 36.202776]
CA+LOCKWOOD+93932+939+[-121.205946, 35.989287]
CA+MARINA+93933+16973+[-121.793383, 36.684922]
CA+DEL REY OAKS+93940+35326+[-121.8848, 36.595642]
CA+FORT ORD+93941+25009+[-121.804999, 36.644627]
CA+PACIFIC GROVE+93950+16040+[-121.921957, 36.616737]
CA+PEBBLE BEACH+93953+5061+[-121.942044, 36.590735]
CA+SAND CITY+93955+23514+[-121.835724, 36.609208]
CA+SOLEDAD+93960+9046+[-121.324286, 36.41964]
CA+BELMONT+94002+24960+[-122.292671, 37.517433]
CA+BRISBANE+94005+2952+[-122.400118, 37.681104]
CA+HILLSBOROUGH+94010+38444+[-122.362952, 37.575884]
CA+COLMA+94014+40406+[-122.452679, 37.698187]
CA+DALY CITY+94015+57354+[-122.478015, 37.678696]
CA+HALF MOON BAY+94019+14073+[-122.445929, 37.479057]
CA+LA HONDA+94020+1557+[-122.293889, 37.272285]
CA+LOMA MAR+94021+237+[-122.281996, 37.254437]
CA+LOS ALTOS+94022+17366+[-122.125754, 37.381432]
CA+LOS ALTOS+94024+20795+[-122.086205, 37.354745]
CA+WEST MENLO PARK+94025+38383+[-122.179136, 37.453401]
CA+ATHERTON+94027+7312+[-122.200198, 37.456255]
CA+LADERA+94028+6379+[-122.208131, 37.378859]
CA+MILLBRAE+94030+20508+[-122.401985, 37.600382]
CA+MOFFETT FIELD+94035+790+[-122.051944, 37.41001]
CA+MOSS BEACH+94038+5415+[-122.50683, 37.531039]
CA+MOUNTAIN VIEW+94040+26969+[-122.087983, 37.385532]
CA+MOUNTAIN VIEW+94041+13438+[-122.078341, 37.389347]
CA+MOUNTAIN VIEW+94043+28592+[-122.077468, 37.405567]
CA+PACIFICA+94044+37596+[-122.481607, 37.619559]
CA+PESCADERO+94060+670+[-122.364876, 37.206518]
CA+REDWOOD CITY+94061+33316+[-122.230406, 37.464661]
CA+WOODSIDE+94062+24947+[-122.255879, 37.452119]
CA+REDWOOD CITY+94063+28251+[-122.209134, 37.481544]
CA+REDWOOD CITY+94065+2285+[-122.248564, 37.533128]
CA+SAN BRUNO+94066+38678+[-122.429021, 37.624742]
CA+SAN CARLOS+94070+27599+[-122.267356, 37.496859]
CA+SAN GREGORIO+94074+312+[-122.355552, 37.325513]
CA+SOUTH SAN FRANCI+94080+54610+[-122.4347, 37.65382]
CA+SUNNYVALE+94086+56215+[-122.023771, 37.376407]
CA+SUNNYVALE+94087+47813+[-122.034859, 37.350214]
CA+SUNNYVALE+94089+13522+[-122.000637, 37.398255]
CA+SAN FRANCISCO+94102+26908+[-122.416728, 37.781334]
CA+SAN FRANCISCO+94103+17867+[-122.414664, 37.77254]
CA+SAN FRANCISCO+94104+760+[-122.401826, 37.791487]
CA+SAN FRANCISCO+94105+2054+[-122.389229, 37.786427]
CA+SAN FRANCISCO+94107+12143+[-122.397099, 37.762147]
CA+SAN FRANCISCO+94108+14143+[-122.40791, 37.792931]
CA+SAN FRANCISCO+94109+49396+[-122.418579, 37.791687]
CA+SAN FRANCISCO+94110+70770+[-122.415344, 37.750858]
CA+SAN FRANCISCO+94111+3122+[-122.400147, 37.797376]
CA+SAN FRANCISCO+94112+64320+[-122.441081, 37.71954]
CA+SAN FRANCISCO+94114+30698+[-122.432977, 37.758716]
CA+SAN FRANCISCO+94115+28859+[-122.435835, 37.785607]
CA+SAN FRANCISCO+94116+39970+[-122.486296, 37.744144]
CA+SAN FRANCISCO+94117+38127+[-122.441272, 37.771234]
CA+SAN FRANCISCO+94118+38499+[-122.461414, 37.781174]
CA+SAN FRANCISCO+94121+40430+[-122.489178, 37.778616]
CA+SAN FRANCISCO+94122+52318+[-122.483647, 37.759326]
CA+SAN FRANCISCO+94123+23280+[-122.434163, 37.799865]
CA+SAN FRANCISCO+94124+27239+[-122.388649, 37.730888]
CA+SAN FRANCISCO+94127+17906+[-122.457116, 37.735385]
CA+SAN FRANCISCO+94129+4715+[-122.464958, 37.800507]
CA+SAN FRANCISCO+94130+4533+[-122.369319, 37.823128]
CA+SAN FRANCISCO+94131+30521+[-122.438335, 37.745032]
CA+SAN FRANCISCO+94132+23632+[-122.47545, 37.721118]
CA+SAN FRANCISCO+94133+27148+[-122.409081, 37.800175]
CA+SAN FRANCISCO+94134+34635+[-122.409577, 37.718968]
CA+PALO ALTO+94301+15965+[-122.149685, 37.444324]
CA+EAST PALO ALTO+94303+35680+[-122.131902, 37.455641]
CA+PALO ALTO+94304+1835+[-122.184234, 37.433424]
CA+STANFORD+94305+18097+[-122.161867, 37.423573]
CA+PALO ALTO+94306+24309+[-122.127375, 37.418009]
CA+RUSSIAN RIVER+94401+28190+[-122.320262, 37.572271]
CA+SAN MATEO+94402+23838+[-122.32762, 37.550685]
CA+SAN MATEO+94403+35630+[-122.299796, 37.539495]
CA+FOSTER CITY+94404+33745+[-122.263577, 37.551614]
CA+COAST GUARD ISLA+94501+76110+[-122.260516, 37.764783]
CA+ALAMO+94507+8569+[-122.022868, 37.853695]
CA+ANGWIN+94508+4067+[-122.447732, 38.576906]
CA+ANTIOCH+94509+62830+[-121.808906, 37.993917]
CA+BENICIA+94510+24545+[-122.161392, 38.068459]
CA+BIRDS LANDING+94512+32+[-121.844318, 38.150402]
CA+BRENTWOOD+94513+12372+[-121.689427, 37.932415]
CA+BYRON+94514+5745+[-121.602211, 37.902616]
CA+CALISTOGA+94515+5758+[-122.581384, 38.582305]
CA+CLAYTON+94517+10353+[-121.909967, 37.915442]
CA+CONCORD+94518+25516+[-122.026296, 37.950434]
CA+CONCORD+94519+19032+[-122.011948, 37.984082]
CA+CONCORD+94520+31474+[-122.036178, 37.982259]
CA+CONCORD+94521+39005+[-121.974955, 37.957503]
CA+PLEASANT HILL+94523+31046+[-122.07371, 37.954002]
CA+CROCKETT+94525+3228+[-122.217659, 38.051865]
CA+DANVILLE+94526+40613+[-121.96598, 37.813985]
CA+DIABLO+94528+791+[-121.960951, 37.83883]
CA+EL CERRITO+94530+28146+[-122.298521, 37.915633]
CA+FAIRFIELD+94533+65455+[-122.03565, 38.267084]
CA+TRAVIS AFB+94535+9874+[-121.946317, 38.274313]
CA+FREMONT+94536+58580+[-121.999935, 37.560493]
CA+FREMONT+94538+45430+[-121.971215, 37.530815]
CA+FREMONT+94539+39927+[-121.928733, 37.517579]
CA+HAYWARD+94541+48964+[-122.089418, 37.674048]
CA+HAYWARD+94542+11165+[-122.047236, 37.658566]
CA+HAYWARD+94544+58348+[-122.067029, 37.637443]
CA+HAYWARD+94545+23760+[-122.0971, 37.633245]
CA+CASTRO VALLEY+94546+37808+[-122.078183, 37.701527]
CA+HERCULES+94547+16376+[-122.263702, 38.006649]
CA+KNIGHTSEN+94548+118+[-121.672149, 37.9818]
CA+LAFAYETTE+94549+25979+[-122.11194, 37.896105]
CA+LIVERMORE+94550+59709+[-121.762983, 37.68299]
CA+CASTRO VALLEY+94552+7936+[-122.038113, 37.713107]
CA+PACHECO+94553+45532+[-122.111693, 37.993246]
CA+FREMONT+94555+29437+[-122.046925, 37.573458]
CA+MORAGA+94556+15988+[-122.124185, 37.843653]
CA+SPANISH FLAT+94558+57901+[-122.305518, 38.328137]
CA+NAPA+94559+23606+[-122.284086, 38.290362]
CA+NEWARK+94560+37861+[-122.031956, 37.536812]
CA+OAKLEY+94561+20920+[-121.703623, 37.994034]
CA+ORINDA+94563+16883+[-122.172848, 37.878659]
CA+PINOLE+94564+16920+[-122.287477, 37.996903]
CA+SHORE ACRES+94565+64053+[-121.908178, 38.016887]
CA+PLEASANTON+94566+32953+[-121.8755, 37.665804]
CA+POPE VALLEY+94567+286+[-122.472244, 38.678192]
CA+DUBLIN+94568+23275+[-121.922589, 37.716597]
CA+PORT COSTA+94569+228+[-122.186649, 38.046013]
CA+RIO VISTA+94571+4516+[-121.701635, 38.163734]
CA+RODEO+94572+7827+[-122.258139, 38.03069]
CA+SAINT HELENA+94574+9388+[-122.461921, 38.513776]
CA+SAN LEANDRO+94577+36779+[-122.158705, 37.720467]
CA+SAN LEANDRO+94578+31780+[-122.123969, 37.702377]
CA+SAN LEANDRO+94579+15754+[-122.150659, 37.689209]
CA+SAN LORENZO+94580+23010+[-122.129547, 37.678671]
CA+SAN RAMON+94583+35449+[-121.952224, 37.756188]
CA+SUISUN CITY+94585+31081+[-122.042003, 38.240834]
CA+SUNOL+94586+953+[-121.898636, 37.609403]
CA+UNION CITY+94587+52869+[-122.049702, 37.589458]
CA+PLEASANTON+94588+19032+[-121.8957, 37.687311]
CA+AMERICAN CANYON+94589+37599+[-122.249333, 38.148345]
CA+VALLEJO+94590+35516+[-122.247367, 38.105302]
CA+VALLEJO+94591+43336+[-122.212354, 38.09853]
CA+MARE ISLAND+94592+3589+[-122.27273, 38.094654]
CA+WALNUT CREEK+94595+16346+[-122.070259, 37.875317]
CA+WALNUT CREEK+94596+38092+[-122.054909, 37.905279]
CA+WALNUT CREEK+94598+24174+[-122.025879, 37.919424]
CA+YOUNTVILLE+94599+1876+[-122.358506, 38.403813]
CA+OAKLAND+94601+47715+[-122.216587, 37.780595]
CA+OAKLAND+94602+28629+[-122.210368, 37.801133]
CA+OAKLAND+94603+27303+[-122.171017, 37.740239]
CA+OAKLAND+94605+38511+[-122.163326, 37.764132]
CA+OAKLAND+94606+38555+[-122.24292, 37.79565]
CA+OAKLAND+94607+21294+[-122.285051, 37.807084]
CA+EMERYVILLE+94608+22318+[-122.280363, 37.836466]
CA+OAKLAND+94609+20263+[-122.26367, 37.836096]
CA+OAKLAND+94610+29637+[-122.244322, 37.812636]
CA+PIEDMONT+94611+34238+[-122.22683, 37.828157]
CA+OAKLAND+94612+10763+[-122.266774, 37.808473]
CA+OAKLAND+94613+627+[-122.181585, 37.782427]
CA+PIEDMONT+94618+15763+[-122.24191, 37.84368]
CA+OAKLAND+94619+24501+[-122.18838, 37.787786]
CA+OAKLAND+94621+26689+[-122.185335, 37.758924]
CA+BERKELEY+94702+15004+[-122.285126, 37.865611]
CA+BERKELEY+94703+18554+[-122.274914, 37.863028]
CA+BERKELEY+94704+23551+[-122.257048, 37.866428]
CA+BERKELEY+94705+11833+[-122.249964, 37.85711]
CA+ALBANY+94706+17333+[-122.295394, 37.890045]
CA+KENSINGTON+94707+9152+[-122.276517, 37.893118]
CA+KENSINGTON+94708+8874+[-122.25976, 37.890829]
CA+BERKELEY+94709+9927+[-122.265461, 37.878397]
CA+BERKELEY+94710+6891+[-122.295929, 37.869603]
CA+RICHMOND+94801+23948+[-122.36201, 37.940039]
CA+EL SOBRANTE+94803+22238+[-122.290092, 37.969287]
CA+RICHMOND+94804+33990+[-122.33421, 37.926523]
CA+RICHMOND+94805+12342+[-122.323756, 37.941719]
CA+SAN PABLO+94806+47668+[-122.336929, 37.972374]
CA+SAN RAFAEL+94901+41550+[-122.510502, 37.969144]
CA+CIVIC CENTER+94903+25563+[-122.54521, 38.015044]
CA+KENTFIELD+94904+11820+[-122.535501, 37.950599]
CA+BELVEDERE+94920+10993+[-122.472627, 37.889885]
CA+BODEGA+94922+93+[-122.951364, 38.339264]
CA+BODEGA BAY+94923+1427+[-123.037308, 38.330921]
CA+BOLINAS+94924+1555+[-122.694655, 37.907875]
CA+CORTE MADERA+94925+7974+[-122.513202, 37.922256]
CA+ROHNERT PARK+94928+35730+[-122.69408, 38.347027]
CA+FAIRFAX+94930+8051+[-122.593711, 37.988289]
CA+COTATI+94931+6849+[-122.704831, 38.325918]
CA+FOREST KNOLLS+94933+732+[-122.69074, 38.012178]
CA+INVERNESS+94937+1716+[-122.856774, 38.083514]
CA+LAGUNITAS+94938+276+[-122.701576, 38.013929]
CA+LARKSPUR+94939+5884+[-122.536202, 37.936743]
CA+MARSHALL+94940+55+[-122.890011, 38.176221]
CA+MILL VALLEY+94941+27746+[-122.533885, 37.895757]
CA+NOVATO+94945+15535+[-122.571416, 38.1163]
CA+NICASIO+94946+665+[-122.696402, 38.054622]
CA+NOVATO+94947+22759+[-122.583691, 38.097258]
CA+NOVATO+94949+16219+[-122.540408, 38.061837]
CA+PENNGROVE+94951+3886+[-122.671772, 38.315948]
CA+PETALUMA+94952+29724+[-122.677727, 38.240349]
CA+PETALUMA+94954+27667+[-122.615536, 38.250739]
CA+POINT REYES STAT+94956+951+[-122.81621, 38.064794]
CA+SAN ANSELMO+94960+15178+[-122.571062, 37.984579]
CA+SAN GERONIMO+94963+802+[-122.67784, 38.017155]
CA+SAUSALITO+94965+10032+[-122.494555, 37.860147]
CA+STINSON BEACH+94970+630+[-122.639305, 37.901992]
CA+VALLEY FORD+94972+114+[-122.924457, 38.315729]
CA+WOODACRE+94973+1524+[-122.638247, 38.006933]
CA+ALVISO+95002+2179+[-121.968597, 37.427659]
CA+APTOS+95003+23964+[-121.891979, 36.978477]
CA+AROMAS+95004+2713+[-121.639781, 36.878522]
CA+BEN LOMOND+95005+7702+[-122.083869, 37.086183]
CA+BOULDER CREEK+95006+9434+[-122.133053, 37.149934]
CA+CAMPBELL+95008+41821+[-121.95539, 37.280007]
CA+CAPITOLA+95010+9337+[-121.952145, 36.977359]
CA+CASTROVILLE+95012+7168+[-121.747368, 36.77142]
CA+COYOTE+95013+316+[-121.746021, 37.216721]
CA+MONTE VISTA+95014+47598+[-122.038604, 37.317363]
CA+DAVENPORT+95017+42+[-122.225735, 37.06306]
CA+FELTON+95018+8194+[-122.062162, 37.063124]
CA+FREEDOM+95019+5075+[-121.776761, 36.936483]
CA+GILROY+95020+39878+[-121.57825, 37.016005]
CA+HOLLISTER+95023+31243+[-121.387101, 36.848404]
CA+MONTE SERENO+95030+25881+[-121.978684, 37.211677]
CA+LOS GATOS+95032+18189+[-121.950088, 37.231571]
CA+MILPITAS+95035+50907+[-121.892885, 37.436491]
CA+MORGAN HILL+95037+31309+[-121.64636, 37.129171]
CA+PAICINES+95043+636+[-121.032853, 36.49478]
CA+SAN JUAN BAUTIST+95045+3657+[-121.532721, 36.849856]
CA+SAN MARTIN+95046+5563+[-121.599901, 37.091118]
CA+SANTA CLARA+95050+33310+[-121.954079, 37.34732]
CA+SANTA CLARA+95051+49570+[-121.983848, 37.346992]
CA+SANTA CLARA+95054+10370+[-121.95394, 37.394673]
CA+SCOTTS VALLEY+95060+40334+[-122.043612, 36.982946]
CA+SANTA CRUZ+95062+34287+[-121.988055, 36.972101]
CA+SANTA CRUZ+95064+4658+[-122.057803, 36.995851]
CA+SANTA CRUZ+95065+8130+[-121.982557, 37.003319]
CA+SCOTTS VALLEY+95066+10636+[-122.014961, 37.057841]
CA+SARATOGA+95070+28909+[-122.018238, 37.272871]
CA+SOQUEL+95073+8143+[-121.950255, 37.003525]
CA+LA SELVA BEACH+95076+68295+[-121.763437, 36.920515]
CA+SAN JOSE+95110+17437+[-121.890299, 37.32966]
CA+SAN JOSE+95111+48286+[-121.824038, 37.282276]
CA+SAN JOSE+95112+46470+[-121.880414, 37.341388]
CA+SAN JOSE+95113+1265+[-121.887227, 37.335188]
CA+SAN JOSE+95116+46754+[-121.850221, 37.351342]
CA+SAN JOSE+95117+27414+[-121.962126, 37.308896]
CA+SAN JOSE+95118+30591+[-121.889845, 37.256162]
CA+SAN JOSE+95119+9823+[-121.790067, 37.230135]
CA+SAN JOSE+95120+34577+[-121.861547, 37.217538]
CA+SAN JOSE+95121+32572+[-121.811939, 37.305930000000004]
CA+SAN JOSE+95122+52543+[-121.833949, 37.329313]
CA+SAN JOSE+95123+55146+[-121.830502, 37.244594]
CA+SAN JOSE+95124+44595+[-121.920831, 37.256844]
CA+SAN JOSE+95125+42573+[-121.895476, 37.296187]
CA+SAN JOSE+95126+24778+[-121.917398, 37.322482]
CA+SAN JOSE+95127+50371+[-121.819516, 37.3664]
CA+SAN JOSE+95128+28275+[-121.934364, 37.314657]
CA+SAN JOSE+95129+33953+[-122.000494, 37.306537]
CA+SAN JOSE+95130+13765+[-121.979182, 37.288628]
CA+SAN JOSE+95131+18425+[-121.879977, 37.386368]
CA+SAN JOSE+95132+37995+[-121.860336, 37.40408]
CA+SAN JOSE+95133+24136+[-121.855959, 37.372875]
CA+SAN JOSE+95134+4324+[-121.943399, 37.413999]
CA+SAN JOSE+95135+9104+[-121.757228, 37.297539]
CA+SAN JOSE+95136+31200+[-121.847625, 37.268423]
CA+SAN JOSE+95138+5956+[-121.778641, 37.246259]
CA+SAN JOSE+95139+6912+[-121.766867, 37.225162]
CA+MOUNT HAMILTON+95140+37+[-121.639948, 37.316087]
CA+SAN JOSE+95141+0+[-121.755808, 37.169912]
CA+SAN JOSE+95148+37413+[-121.792111, 37.329765]
CA+STOCKTON+95202+7753+[-121.287087, 37.960632]
CA+STOCKTON+95203+17847+[-121.307688, 37.956515]
CA+STOCKTON+95204+28860+[-121.315364, 37.974302]
CA+STOCKTON+95205+31314+[-121.259241, 37.960986]
CA+STOCKTON+95206+33154+[-121.287169, 37.931643]
CA+STOCKTON+95207+50167+[-121.32056, 38.002025]
CA+STOCKTON+95209+26289+[-121.343292, 38.033105]
CA+STOCKTON+95210+33763+[-121.297229, 38.024997]
CA+UNIV OF THE PACI+95211+1722+[-121.310336, 37.980364]
CA+STOCKTON+95212+5584+[-121.246018, 38.034428]
CA+STOCKTON+95215+18533+[-121.215295, 37.968545]
CA+STOCKTON+95219+13994+[-121.363712, 38.010233]
CA+ACAMPO+95220+7734+[-121.218576, 38.200413]
CA+ANGELS CAMP+95222+3530+[-120.55437, 38.064011]
CA+BEAR VALLEY+95223+6205+[-120.342231, 38.24175]
CA+COPPEROPOLIS+95228+1336+[-120.638374, 37.937246]
CA+FARMINGTON+95230+141+[-120.852343, 37.944771]
CA+FRENCH CAMP+95231+3673+[-121.282704, 37.877982]
CA+GLENCOE+95232+189+[-120.594546, 38.351557]
CA+LINDEN+95236+3656+[-121.074442, 38.021869]
CA+LOCKEFORD+95237+2847+[-121.135611, 38.162436]
CA+LODI+95240+42726+[-121.263034, 38.123579]
CA+LODI+95242+20669+[-121.311814, 38.132989]
CA+MOKELUMNE HILL+95245+3507+[-120.567705, 38.328918]
CA+MOUNTAIN RANCH+95246+2323+[-120.548137, 38.220363]
CA+MURPHYS+95247+2691+[-120.461772, 38.126896]
CA+SAN ANDREAS+95249+3081+[-120.668703, 38.186732]
CA+VALLECITO+95251+200+[-120.467879, 38.101472]
CA+VALLEY SPRINGS+95252+7592+[-120.859742, 38.154355]
CA+WEST POINT+95255+1513+[-120.515862, 38.406201]
CA+WILSEYVILLE+95257+32+[-120.442356, 38.384566]
CA+WOODBRIDGE+95258+2241+[-121.308632, 38.155124]
CA+ATWATER+95301+24928+[-120.600837, 37.353154]
CA+BALLICO+95303+1296+[-120.700152, 37.452455]
CA+CATHEYS VALLEY+95306+1033+[-120.069017, 37.441409]
CA+CERES+95307+29037+[-120.949936, 37.588097]
CA+CHINESE CAMP+95309+15+[-120.406673, 37.856829]
CA+COLUMBIA+95310+1512+[-120.405552, 38.03975]
CA+COULTERVILLE+95311+2384+[-119.985813, 37.738642]
CA+CROWS LANDING+95313+1896+[-121.019893, 37.438956]
CA+DELHI+95315+6151+[-120.775489, 37.428629]
CA+DENAIR+95316+5878+[-120.796474, 37.538419]
CA+EL NIDO+95317+1024+[-120.483235, 37.13452]
CA+ESCALON+95320+9405+[-120.990044, 37.804428]
CA+GROVELAND+95321+3616+[-120.191809, 37.840899]
CA+GUSTINE+95322+6083+[-121.003965, 37.242456]
CA+HICKMAN+95323+1405+[-120.71722, 37.619989]
CA+HILMAR+95324+6676+[-120.856144, 37.408377]
CA+HORNITOS+95325+49+[-120.226443, 37.492226]
CA+HUGHSON+95326+6383+[-120.865281, 37.594364]
CA+JAMESTOWN+95327+8359+[-120.494567, 37.906544]
CA+LA GRANGE+95329+1305+[-120.358131, 37.678915]
CA+LATHROP+95330+8426+[-121.282652, 37.820897]
CA+LE GRAND+95333+1810+[-120.251737, 37.234175]
CA+LIVINGSTON+95334+10994+[-120.716156, 37.376168]
CA+COLD SPRINGS+95335+201+[-120.001159, 38.20336]
CA+MANTECA+95336+51728+[-121.21856, 37.80875]
CA+MARIPOSA+95338+9323+[-119.892496, 37.503918]
CA+RED TOP+95340+59918+[-120.461668, 37.300724]
CA+MIDPINES+95345+388+[-119.946548, 37.571009]
CA+MI WUK VILLAGE+95346+701+[-120.131762, 38.105576]
CA+MERCED+95348+19719+[-120.500897, 37.326964]
CA+MODESTO+95350+50618+[-121.011303, 37.674649]
CA+MODESTO+95351+69275+[-121.006033, 37.625022]
CA+MODESTO+95354+26630+[-120.968323, 37.644526]
CA+MODESTO+95355+43734+[-120.954658, 37.673515]
CA+MODESTO+95356+26202+[-121.027051, 37.699431]
CA+NEWMAN+95360+5313+[-121.025943, 37.317591]
CA+KNIGHTS FERRY+95361+20919+[-120.849474, 37.775323]
CA+PATTERSON+95363+13437+[-121.140732, 37.490592]
CA+PINECREST+95364+13+[-119.865195, 38.341062]
CA+RIPON+95366+10879+[-121.122909, 37.753286]
CA+RIVERBANK+95367+9732+[-120.943019, 37.732809]
CA+SALIDA+95368+3255+[-121.090484, 37.70713]
CA+SNELLING+95369+1335+[-120.481615, 37.514359]
CA+SONORA+95370+23398+[-120.338498, 37.995692]
CA+SOULSBYVILLE+95372+1566+[-120.259892, 37.992794]
CA+STEVINSON+95374+1564+[-120.869856, 37.32575]
CA+TRACY+95376+47291+[-121.419723, 37.742116]
CA+TUOLUMNE+95379+3402+[-120.237496, 37.971339]
CA+TURLOCK+95380+50025+[-120.850511, 37.503605]
CA+TWAIN HARTE+95383+5133+[-120.2155, 38.044722]
CA+WATERFORD+95386+6505+[-120.753862, 37.650988]
CA+WINTON+95388+10362+[-120.6132, 37.39233]
CA+SANTA ROSA+95401+30549+[-122.751722, 38.443123]
CA+SANTA ROSA+95403+30874+[-122.748528, 38.477273]
CA+SANTA ROSA+95404+31216+[-122.689524, 38.449556]
CA+SANTA ROSA+95405+20776+[-122.66988, 38.438279]
CA+SANTA ROSA+95407+22086+[-122.727896, 38.410462]
CA+SANTA ROSA+95409+22897+[-122.642125, 38.461242]
CA+ALBION+95410+869+[-123.721366, 39.215934]
CA+ANNAPOLIS+95412+24+[-123.314214, 38.714485]
CA+BOONVILLE+95415+1744+[-123.401954, 39.035007]
CA+BRANSCOMB+95417+708+[-123.554982, 39.700531]
CA+CASPAR+95420+349+[-123.798489, 39.365102]
CA+CAZADERO+95421+2367+[-123.182896, 38.566335]
CA+CLEARLAKE+95422+12157+[-122.636089, 38.957138]
CA+CLEARLAKE OAKS+95423+3400+[-122.66873, 39.034838]
CA+CLOVERDALE+95425+7695+[-123.011725, 38.799396]
CA+COMPTCHE+95427+538+[-123.585652, 39.249919]
CA+COVELO+95428+2182+[-123.215015, 39.801864]
CA+DOS RIOS+95429+14+[-123.298294, 39.709298]
CA+ELK+95432+199+[-123.723961, 39.160402]
CA+FORESTVILLE+95436+7252+[-122.896683, 38.489442]
CA+FORT BRAGG+95437+13535+[-123.78835, 39.437452]
CA+FULTON+95439+569+[-122.77608, 38.494732]
CA+GEYSERVILLE+95441+2716+[-122.888921, 38.700398]
CA+GLEN ELLEN+95442+5055+[-122.521002, 38.362538]
CA+GLENHAVEN+95443+94+[-122.522035, 38.99008]
CA+GRATON+95444+259+[-122.866766, 38.434971]
CA+GUALALA+95445+1806+[-123.553975, 38.803619]
CA+GUERNEVILLE+95446+5060+[-122.994416, 38.509573]
CA+HEALDSBURG+95448+16884+[-122.856529, 38.61553]
CA+HOPLAND+95449+1648+[-123.116956, 38.972056]
CA+JENNER+95450+156+[-123.135379, 38.474093]
CA+KELSEYVILLE+95451+10064+[-122.781707, 38.946164]
CA+KENWOOD+95452+1411+[-122.554679, 38.416794]
CA+LAKEPORT+95453+10351+[-122.915082, 39.055147]
CA+LAYTONVILLE+95454+1815+[-123.486862, 39.667811]
CA+LITTLERIVER+95456+1119+[-123.753089, 39.271042]
CA+LOWER LAKE+95457+4880+[-122.575426, 38.860682]
CA+LUCERNE+95458+2330+[-122.785125, 39.083393]
CA+MANCHESTER+95459+453+[-123.670962, 38.992088]
CA+MENDOCINO+95460+1876+[-123.78846, 39.323212]
CA+MIDDLETOWN+95461+2863+[-122.64352, 38.782504]
CA+RUSSIAN RIVER MD+95462+1999+[-123.00447, 38.462668]
CA+NICE+95464+2374+[-122.842409, 39.122341]
CA+OCCIDENTAL+95465+2094+[-122.988194, 38.396911]
CA+PHILO+95466+498+[-123.538218, 39.120005]
CA+POINT ARENA+95468+1129+[-123.660756, 38.915264]
