state+city+zip+pop+loc
KY+BEECHMONT+42323+2431+[-87.03934, 37.177552]
KY+BELTON+42324+1137+[-86.977369, 37.151056]
KY+BREMEN+42325+3631+[-87.232989, 37.342955]
KY+BROWDER+42326+0+[-86.978197, 37.259333]
KY+CALHOUN+42327+3734+[-87.277307, 37.574997]
KY+CENTERTOWN+42328+1434+[-87.00902, 37.407918]
KY+CENTRAL CITY+42330+8187+[-87.120236, 37.300699]
KY+CROMWELL+42333+356+[-86.769964, 37.341765]
KY+DRAKESBORO+42337+1552+[-87.047966, 37.213588]
KY+DUNDEE+42338+255+[-86.760446, 37.551052]
KY+DUNMOR+42339+534+[-87.00789, 37.083967]
KY+FORDSVILLE+42343+2108+[-86.726251, 37.629738]
KY+GRAHAM+42344+2837+[-87.257849, 37.225836]
KY+GREENVILLE+42345+8616+[-87.180613, 37.207642]
KY+HARTFORD+42347+4628+[-86.917982, 37.478533]
KY+HAWESVILLE+42348+4194+[-86.763804, 37.850318]
KY+HORSE BRANCH+42349+1880+[-86.698734, 37.423417]
KY+ISLAND+42350+1453+[-87.16921, 37.447109]
KY+LEWISPORT+42351+4102+[-86.895712, 37.909016]
KY+LIVERMORE+42352+2336+[-87.123861, 37.504453]
KY+MACEO+42355+2223+[-86.999915, 37.843601]
KY+NARROWS+42358+124+[-86.68672, 37.569072]
KY+OLATON+42361+1838+[-86.728223, 37.498666]
KY+PENROD+42365+354+[-86.998181, 37.116725]
KY+PHILPOT+42366+6890+[-86.937172, 37.718317]
KY+REYNOLDS STATION+42368+1389+[-86.77942, 37.696533]
KY+ROCKPORT+42369+647+[-86.974624, 37.326871]
KY+RUMSEY+42371+836+[-87.280644, 37.50762]
KY+SACRAMENTO+42372+1265+[-87.273584, 37.417687]
KY+UTICA+42376+4800+[-87.059082, 37.620559]
KY+WHITESVILLE+42378+640+[-86.869912, 37.683402]
KY+CLAY+42404+2708+[-87.836793, 37.475599]
KY+CORYDON+42406+3688+[-87.700033, 37.744284]
KY+DAWSON SPRINGS+42408+6728+[-87.68205, 37.196386]
KY+DIXON+42409+1093+[-87.701904, 37.510587]
KY+EARLINGTON+42410+2445+[-87.522679, 37.267899]
KY+FREDONIA+42411+1557+[-88.011229, 37.212956]
KY+HANSON+42413+2329+[-87.475135, 37.438246]
KY+HENDERSON+42420+34941+[-87.563228, 37.827393]
KY+MADISONVILLE+42431+26866+[-87.495326, 37.325551]
KY+MANITOU+42436+1425+[-87.56118, 37.407972]
KY+HENSHAW+42437+10346+[-87.87686, 37.663935]
KY+NEBO+42441+1639+[-87.686521, 37.368255]
KY+NORTONVILLE+42442+2811+[-87.460505, 37.183367]
KY+PRINCETON+42445+11736+[-87.863226, 37.115097]
KY+PROVIDENCE+42450+4778+[-87.750512, 37.404958]
KY+REED+42451+1072+[-87.370382, 37.858764]
KY+ROBARDS+42452+1416+[-87.526596, 37.675836]
KY+SAINT CHARLES+42453+848+[-87.55386, 37.176635]
KY+SEBREE+42455+2911+[-87.525489, 37.588921]
KY+SLAUGHTERS+42456+914+[-87.505344, 37.5054]
KY+SPOTTSVILLE+42458+1534+[-87.424682, 37.839948]
KY+STURGIS+42459+5483+[-87.996457, 37.548669]
KY+UNIONTOWN+42461+1555+[-87.926335, 37.767741]
KY+WAVERLY+42462+1521+[-87.806688, 37.742985]
KY+WHITE PLAINS+42464+1877+[-87.364415, 37.178765]
KY+ALCALDE+42501+28546+[-84.604362, 37.073853]
KY+BETHELRIDGE+42516+550+[-84.778971, 37.22459]
KY+BRONSTON+42518+2417+[-84.631413, 36.952488]
KY+SLOANS VALLEY+42519+2843+[-84.565237, 36.96145]
KY+DUNNVILLE+42528+2308+[-84.929507, 37.176894]
KY+JABEZ+42532+364+[-84.863157, 37.066884]
KY+LIBERTY+42539+7831+[-84.971864, 37.314553]
KY+MIDDLEBURG+42541+697+[-84.832103, 37.359082]
KY+POINTER+42544+3861+[-84.766245, 37.064216]
KY+SCIENCE HILL+42553+2899+[-84.64865, 37.168333]
KY+SHOPVILLE+42554+3258+[-84.44594, 37.174243]
KY+SLOANS VALLEY+42555+0+[-84.376201, 36.968617]
KY+TATEVILLE+42558+0+[-84.438364, 36.973892]
KY+YOSEMITE+42566+380+[-84.812412, 37.307355]
KY+PULASKI+42567+5867+[-84.605593, 37.247038]
KY+AARON+42601+270+[-85.199114, 36.812827]
KY+ALBANY+42602+6419+[-85.140677, 36.68569]
KY+ALPHA+42603+2163+[-85.092405, 36.779735]
KY+COOPERSVILLE+42611+350+[-84.718717, 36.722167999999996]
KY+DELTA+42613+639+[-84.684024, 36.801658]
KY+JAMESTOWN+42629+5140+[-85.096844, 36.967955]
KY+PUEBLO+42633+13523+[-84.839251, 36.842723]
KY+PARKERS LAKE+42634+1952+[-84.443642, 36.834689]
KY+HOLLYHILL+42635+4865+[-84.412745, 36.663677]
KY+REVELO+42638+221+[-84.472189, 36.673363]
KY+ROCKYBRANCH+42640+79+[-84.810179, 36.668512]
KY+WEBBS CROSS ROAD+42642+9569+[-85.042873, 37.056683]
KY+SAWYER+42643+288+[-84.361745, 36.925337]
KY+STEARNS+42647+4201+[-84.516484, 36.708184]
KY+STRUNK+42649+481+[-84.430801, 36.619068]
KY+WIBORG+42653+3595+[-84.468364, 36.738597]
KY+WINDY+42655+2481+[-84.961122, 36.778411]
KY+E TOWN+42701+31300+[-85.858977, 37.706973]
KY+BAKERTON+42711+222+[-85.331723, 36.871151]
KY+BIG CLIFTY+42712+1459+[-86.139498, 37.527801]
KY+BONNIEVILLE+42713+1627+[-85.895996, 37.374141]
KY+BOW+42714+697+[-85.301935, 36.708118999999996]
KY+BREEDING+42715+692+[-85.407822, 36.981043]
KY+BUFFALO+42716+1614+[-85.643411, 37.47864]
KY+BURKESVILLE+42717+4891+[-85.397028, 36.806791]
KY+CAMPBELLSVILLE+42718+19358+[-85.350755, 37.346618]
KY+CANEYVILLE+42721+3148+[-86.470207, 37.422168]
KY+CANMER+42722+465+[-85.720292, 37.269562]
KY+CASEY CREEK+42723+1102+[-85.207648, 37.273479]
KY+STEPHENSBURG+42724+3153+[-86.006046, 37.660339]
KY+WAX+42726+3001+[-86.160219, 37.427896]
KY+MONTPELIER+42728+10012+[-85.269265, 37.116408]
KY+CUB RUN+42729+609+[-86.08132, 37.314855]
KY+CUNDIFF+42730+429+[-85.274434, 36.957125]
KY+DUBRE+42731+210+[-85.568281, 36.891998]
KY+E VIEW+42732+2728+[-86.119153, 37.61478]
KY+ELK HORN+42733+637+[-85.191764, 37.339287]
KY+FAIRPLAY+42735+557+[-85.326214, 37.035626]
KY+FINLEY+42736+1153+[-85.352449, 37.454549]
KY+GLENDALE+42740+991+[-85.892101, 37.603398]
KY+GLENS FORK+42741+788+[-85.240117, 37.018195]
KY+GRADYVILLE+42742+775+[-85.42753, 37.054438]
KY+GREENSBURG+42743+8471+[-85.523639, 37.243009]
KY+HARDYVILLE+42746+1234+[-85.754174, 37.224905]
KY+HODGENVILLE+42748+6666+[-85.723206, 37.574566]
KY+HORSE CAVE+42749+5282+[-85.878549, 37.184939]
KY+KETTLE+42752+991+[-85.40917, 36.694573]
KY+KNIFLEY+42753+648+[-85.112844, 37.231886]
KY+SADLER+42754+13023+[-86.30371, 37.493098]
KY+MAGNOLIA+42757+2960+[-85.730823, 37.416464]
KY+MILLTOWN+42761+625+[-85.444181, 37.103415]
KY+MILLWOOD+42762+561+[-86.379821, 37.460879]
KY+MOUNT SHERMAN+42764+589+[-85.631381, 37.453408]
KY+MUNFORDVILLE+42765+4085+[-85.920141, 37.289812]
KY+PEYTONSBURG+42768+272+[-85.371663, 36.646299]
KY+SONORA+42776+2396+[-85.922969, 37.52207]
KY+SUMMERSVILLE+42782+778+[-85.619376, 37.34186]
KY+UPTON+42784+2272+[-85.908619, 37.456802]
KY+WHITE MILLS+42788+540+[-86.039519, 37.543765]
OH+ALEXANDRIA+43001+2485+[-82.607683, 40.105965]
OH+AMLIN+43002+1699+[-83.179157, 40.07203]
OH+ASHLEY+43003+3009+[-82.954201, 40.416264]
OH+BLACKLICK+43004+2288+[-82.807857, 40.020952]
OH+BRINKHAVEN+43006+378+[-82.155289, 40.458346]
OH+CABLE+43009+1660+[-83.64696, 40.178411]
OH+CENTERBURG+43011+4437+[-82.680039, 40.286513]
OH+CROTON+43013+1197+[-82.698948, 40.237603]
OH+DANVILLE+43014+2033+[-82.263855, 40.455693]
OH+DELAWARE+43015+29384+[-83.072312, 40.293186]
OH+DUBLIN+43017+34840+[-83.114633, 40.109297]
OH+FREDERICKTOWN+43019+10647+[-82.585711, 40.497613]
OH+GALENA+43021+4893+[-82.895937, 40.191546]
OH+GAMBIER+43022+3903+[-82.382752, 40.378241]
OH+GRANVILLE+43023+9523+[-82.519399, 40.078791]
OH+HEBRON+43025+7920+[-82.491868, 39.953464]
OH+HILLIARD+43026+25442+[-83.138333, 40.032187]
OH+HOWARD+43028+1972+[-82.333351, 40.415818]
OH+IRWIN+43029+498+[-83.458699, 40.128352]
OH+JOHNSTOWN+43031+7550+[-82.697284, 40.14452]
OH+MAGNETIC SPRINGS+43036+708+[-83.267142, 40.358023]
OH+MARTINSBURG+43037+370+[-82.356691, 40.267954]
OH+MARYSVILLE+43040+19644+[-83.362213, 40.247723]
OH+MECHANICSBURG+43044+5390+[-83.572352, 40.064659]
OH+MILFORD CENTER+43045+1260+[-83.437333, 40.181666]
OH+MILLERSPORT+43046+3171+[-82.528348, 39.899307]
OH+MOUNT VERNON+43050+24421+[-82.487286, 40.384937]
OH+NEW ALBANY+43054+3520+[-82.798793, 40.084686]
OH+NEWARK+43055+56412+[-82.404565, 40.072429]
OH+HEATH+43056+13336+[-82.387527, 40.019659]
OH+NORTH LEWISBURG+43060+1407+[-83.561476, 40.222871]
OH+OSTRANDER+43061+2622+[-83.197813, 40.273971]
OH+PATASKALA+43062+15470+[-82.668656, 40.000925]
OH+PLAIN CITY+43064+8323+[-83.269049, 40.097356]
OH+SHAWNEE HILLS+43065+14955+[-83.074921, 40.152652]
OH+RADNOR+43066+1150+[-83.178074, 40.391779]
OH+RAYMOND+43067+576+[-83.364927, 40.247321]
OH+REYNOLDSBURG+43068+35820+[-82.803454, 39.955145]
OH+SAINT LOUISVILLE+43071+2389+[-82.356015, 40.181776]
OH+SAINT PARIS+43072+5963+[-83.963062, 40.105755]
OH+SUNBURY+43074+7508+[-82.851051, 40.265499]
OH+THORNVILLE+43076+8187+[-82.407059, 39.897364]
OH+URBANA+43078+20175+[-83.767142, 40.106639]
OH+UTICA+43080+5502+[-82.413459, 40.244137]
OH+WESTERVILLE+43081+49023+[-82.910504, 40.114569]
OH+WOODSTOCK+43084+793+[-83.546149, 40.181644]
OH+WORTHINGTON+43085+27229+[-83.010069, 40.105155]
OH+AMANDA+43102+3730+[-82.755236, 39.625104]
OH+ASHVILLE+43103+9050+[-82.944567, 39.731576]
OH+BALTIMORE+43105+5765+[-82.624023, 39.864452]
OH+BLOOMINGBURG+43106+1643+[-83.409521, 39.628617]
OH+HIDE A WAY HILLS+43107+3087+[-82.42548, 39.698807]
OH+CANAL WINCHESTER+43110+8444+[-82.804369, 39.83486]
OH+CARROLL+43112+3914+[-82.708358, 39.795743]
OH+CIRCLEVILLE+43113+22337+[-82.929966, 39.598836]
OH+CLARKSBURG+43115+1523+[-83.156282, 39.490432]
OH+GALLOWAY+43119+9984+[-83.183848, 39.936604]
OH+GROVE CITY+43123+33730+[-83.083944, 39.881382]
OH+GROVEPORT+43125+7728+[-82.887219, 39.858137]
OH+JEFFERSONVILLE+43128+2359+[-83.56873, 39.65896]
OH+LANCASTER+43130+54451+[-82.603074, 39.718697]
OH+LAURELVILLE+43135+4552+[-82.721219, 39.4757]
OH+LOCKBOURNE+43137+1423+[-82.976369, 39.814236]
OH+LOGAN+43138+16011+[-82.412594, 39.537175]
OH+LONDON+43140+20432+[-83.443899, 39.900074]
OH+MOUNT STERLING+43143+4912+[-83.280618, 39.717506]
OH+NEW HOLLAND+43145+1768+[-83.250429, 39.558897]
OH+ORIENT+43146+13491+[-83.154317, 39.795386]
OH+PICKERINGTON+43147+18424+[-82.756267, 39.906062]
OH+PLEASANTVILLE+43148+1272+[-82.504268, 39.822684]
OH+ROCKBRIDGE+43149+2063+[-82.562572, 39.550907]
OH+RUSHVILLE+43150+1558+[-82.427981, 39.767375]
OH+SOUTH BLOOMINGVI+43152+1429+[-82.639404, 39.374145]
OH+SOUTH SOLON+43153+766+[-83.596984, 39.742295]
OH+STOUTSVILLE+43154+1666+[-82.819279, 39.60672]
OH+SUGAR GROVE+43155+1572+[-82.532113, 39.627699]
OH+WASHINGTON COURT+43160+21357+[-83.438817, 39.534346]
OH+WEST JEFFERSON+43162+7411+[-83.285306, 39.942409]
OH+WILLIAMSPORT+43164+2192+[-83.125053, 39.611739]
OH+COLUMBUS+43201+37110+[-83.004732, 39.995157]
OH+COLUMBUS+43202+21526+[-83.011842, 40.020084]
OH+COLUMBUS+43203+11047+[-82.969131, 39.971925]
OH+COLUMBUS+43204+38794+[-83.077999, 39.952333]
OH+COLUMBUS+43205+17567+[-82.964352, 39.956905]
OH+COLUMBUS+43206+26587+[-82.974845, 39.942639]
OH+COLUMBUS+43207+44404+[-82.970334, 39.904565]
OH+BEXLEY+43209+29574+[-82.926595, 39.958999]
OH+COLUMBUS+43210+10690+[-83.016404, 40.002804]
OH+COLUMBUS+43211+28031+[-82.973196, 40.011792]
OH+COLUMBUS+43212+18478+[-83.045579, 39.987381]
OH+WHITEHALL+43213+29375+[-82.878275, 39.967146]
OH+COLUMBUS+43214+26080+[-83.01875, 40.053482]
OH+COLUMBUS+43215+10145+[-83.004383, 39.967106]
OH+COLUMBUS+43217+2150+[-82.947483, 39.806209]
OH+SHEPARD+43219+24841+[-82.936459, 40.004394]
OH+COLUMBUS+43220+24378+[-83.066911, 40.049484]
OH+UPPER ARLINGTON+43221+21283+[-83.064592, 40.015431]
OH+COLUMBUS+43222+7019+[-83.031109, 39.957628]
OH+COLUMBUS+43223+30538+[-83.046344, 39.938753]
OH+COLUMBUS+43224+41442+[-82.968947, 40.042493]
OH+COLUMBUS+43227+24945+[-82.890298, 39.944394]
OH+LINCOLN VILLAGE+43228+37615+[-83.123858, 39.947876]
OH+COLUMBUS+43229+45798+[-82.972568, 40.083886]
OH+GAHANNA+43230+34342+[-82.882429, 40.038458]
OH+COLUMBUS+43231+14519+[-82.938275, 40.080984]
OH+COLUMBUS+43232+38848+[-82.866432, 39.923024]
OH+WEST WORTHINGTON+43235+34051+[-83.059287, 40.101271]
OH+MARION+43302+50967+[-83.127056, 40.587648]
OH+BELLE CENTER+43310+2057+[-83.768773, 40.502371]
OH+BELLEFONTAINE+43311+16796+[-83.757076, 40.360472]
OH+CALEDONIA+43314+3120+[-82.992465, 40.627239]
OH+CARDINGTON+43315+4739+[-82.933728, 40.506583]
OH+CAREY+43316+6177+[-83.383578, 40.948599]
OH+DE GRAFF+43318+3452+[-83.9153, 40.305773]
OH+EAST LIBERTY+43319+1351+[-83.586221, 40.307682]
OH+EDISON+43320+1319+[-82.902301, 40.590475]
OH+FULTON+43321+1181+[-82.836244, 40.465013]
OH+HARPSTER+43323+719+[-83.23428, 40.747541]
OH+HUNTSVILLE+43324+1953+[-83.792748, 40.441295]
OH+KENTON+43326+15332+[-83.611087, 40.640433]
OH+LAKEVIEW+43331+5722+[-83.908139, 40.503033]
OH+LA RUE+43332+2120+[-83.373397, 40.578879]
OH+LEWISTOWN+43333+958+[-83.920893, 40.42768]
OH+MARENGO+43334+3338+[-82.812136, 40.389512]
OH+MARTEL+43335+659+[-82.90586, 40.670775]
OH+MORRAL+43337+1035+[-83.204606, 40.695366]
OH+MOUNT GILEAD+43338+8271+[-82.806235, 40.538371]
OH+MOUNT VICTORY+43340+1015+[-83.494165, 40.52321]
OH+NEW BLOOMINGTON+43341+1428+[-83.322351, 40.607301]
OH+PROSPECT+43342+3365+[-83.176295, 40.472659]
OH+QUINCY+43343+1147+[-83.974411, 40.287606]
OH+RICHWOOD+43344+4055+[-83.313639, 40.43698]
OH+RIDGEWAY+43345+857+[-83.570161, 40.520923]
OH+ROUNDHEAD+43346+641+[-83.848502, 40.580337]
OH+RUSHSYLVANIA+43347+1544+[-83.659789, 40.465808]
OH+RUSSELLS POINT+43348+2416+[-83.879825, 40.474956]
OH+SPARTA+43350+966+[-82.697034, 40.373492]
OH+UPPER SANDUSKY+43351+9778+[-83.297711, 40.824876]
OH+WALDO+43356+1170+[-83.070609, 40.460544]
OH+WEST LIBERTY+43357+4148+[-83.752763, 40.262541]
OH+WEST MANSFIELD+43358+2580+[-83.524274, 40.404284]
OH+WHARTON+43359+378+[-83.463016, 40.861216]
OH+ZANESFIELD+43360+1171+[-83.664832, 40.302396]
OH+BOWLING GREEN+43402+34468+[-83.650749, 41.381513]
OH+BRADNER+43406+1934+[-83.4456, 41.329789]
OH+BURGOON+43407+572+[-83.247455, 41.267986]
OH+CLYDE+43410+9650+[-82.991849, 41.302397]
OH+CURTICE+43412+2426+[-83.285825, 41.647736]
OH+CYGNET+43413+1516+[-83.614151, 41.247024]
OH+ELMORE+43416+3230+[-83.27673, 41.468144]
OH+FREMONT+43420+31615+[-83.118095, 41.349792]
OH+GENOA+43430+5405+[-83.358984, 41.530005]
OH+GIBSONBURG+43431+3874+[-83.335762, 41.380474]
OH+ELLISTON+43432+115+[-83.261135, 41.527136]
OH+MILLERSVILLE+43435+1427+[-83.323184, 41.318005]
OH+ISLE SAINT GEORG+43436+38+[-82.819275, 41.713668]
OH+KELLEYS ISLAND+43438+172+[-82.706811, 41.600755]
OH+LACARNE+43439+1457+[-83.024004, 41.527846]
OH+LAKESIDE+43440+4410+[-82.771392, 41.52913]
OH+LINDSEY+43442+1646+[-83.213474, 41.414747]
OH+LUCKEY+43443+1771+[-83.467396, 41.451669]
OH+BONO+43445+3895+[-83.345536, 41.596249]
OH+MILLBURY+43447+3100+[-83.438083, 41.56106]
OH+OAK HARBOR+43449+9620+[-83.127764, 41.523556]
OH+PEMBERVILLE+43450+2569+[-83.473642, 41.402258]
OH+PORTAGE+43451+1304+[-83.614299, 41.312702]
OH+PORT CLINTON+43452+11851+[-82.909368, 41.521535]
OH+PUT IN BAY+43456+518+[-82.822593, 41.651356]
OH+RISINGSUN+43457+1756+[-83.43259, 41.270639]
OH+ROSSFORD+43460+5861+[-83.563793, 41.604908]
OH+RUDOLPH+43462+1737+[-83.683212, 41.296734]
OH+VICKERY+43464+1976+[-82.898953, 41.39099]
OH+WALBRIDGE+43465+4597+[-83.493008, 41.586067]
OH+WAYNE+43466+1572+[-83.470065, 41.299312]
OH+WOODVILLE+43469+2968+[-83.364643, 41.451206]
OH+ALVORDTON+43501+954+[-84.435533, 41.662489]
OH+ARCHBOLD+43502+6565+[-84.304833, 41.533255]
OH+BERKEY+43504+843+[-83.830972, 41.698892]
OH+BRYAN+43506+14693+[-84.56287, 41.474839]
OH+CUSTAR+43511+1049+[-83.834919, 41.295318]
OH+DEFIANCE+43512+29859+[-84.362583, 41.279858]
OH+DELTA+43515+11110+[-83.9866, 41.557695]
OH+DESHLER+43516+4043+[-83.896434, 41.223945]
OH+EDGERTON+43517+3663+[-84.734937, 41.442496]
OH+EDON+43518+2688+[-84.757002, 41.584219]
OH+FAYETTE+43521+2248+[-84.325004, 41.671716]
OH+GRAND RAPIDS+43522+3362+[-83.855246, 41.437855]
OH+HAMLER+43524+1949+[-84.071989, 41.212874]
OH+HASKINS+43525+549+[-83.705858, 41.465159]
OH+HICKSVILLE+43526+5541+[-84.758852, 41.303378]
OH+HOLGATE+43527+2032+[-84.144735, 41.254859]
OH+HOLLAND+43528+10773+[-83.725712, 41.622629]
OH+LIBERTY CENTER+43532+3933+[-83.985889, 41.451371]
OH+LYONS+43533+1395+[-84.062351, 41.690546]
OH+MC CLURE+43534+1876+[-83.942482, 41.377309]
OH+MALINTA+43535+1121+[-84.045731, 41.308425]
OH+MARK CENTER+43536+963+[-84.62778, 41.291669]
OH+MAUMEE+43537+22993+[-83.66283, 41.581682]
OH+METAMORA+43540+1531+[-83.925972, 41.695233]
OH+MONCLOVA+43542+2286+[-83.775718, 41.568416]
OH+MONTPELIER+43543+7569+[-84.614703, 41.59821]
OH+NAPOLEON+43545+14196+[-84.143271, 41.390969]
OH+NEW BAVARIA+43548+523+[-84.191336, 41.208649]
OH+NEY+43549+1801+[-84.526921, 41.378083]
OH+PERRYSBURG+43551+29621+[-83.592727, 41.542926]
OH+PIONEER+43554+2350+[-84.536324, 41.665619]
OH+SHERWOOD+43556+1686+[-84.541674, 41.294593]
OH+STRYKER+43557+2607+[-84.408914, 41.486123]
OH+SWANTON+43558+10729+[-83.871821, 41.594497]
OH+SYLVANIA+43560+24564+[-83.706825, 41.707985]
OH+WATERVILLE+43566+5918+[-83.733142, 41.502248]
OH+WAUSEON+43567+10493+[-84.153745, 41.566796]
OH+WESTON+43569+2560+[-83.797336, 41.351593]
OH+WEST UNITY+43570+3305+[-84.442066, 41.575645]
OH+WHITEHOUSE+43571+5199+[-83.81151, 41.519432]
OH+TOLEDO+43602+4084+[-83.554747, 41.647984]
OH+TOLEDO+43604+5506+[-83.524949, 41.661415]
OH+OREGON+43605+33168+[-83.512341, 41.640701]
OH+TOLEDO+43606+29111+[-83.605992, 41.671213]
OH+TOLEDO+43607+30240+[-83.597419, 41.650417]
OH+TOLEDO+43608+21427+[-83.534359, 41.677908]
OH+TOLEDO+43609+29228+[-83.577282, 41.629761]
OH+TOLEDO+43610+8374+[-83.557303, 41.676693]
OH+TOLEDO+43611+23349+[-83.489203, 41.704507]
OH+TOLEDO+43612+33408+[-83.565622, 41.704567]
OH+TOLEDO+43613+35327+[-83.603397, 41.703913]
OH+TOLEDO+43614+31020+[-83.62917, 41.60279]
OH+TOLEDO+43615+38173+[-83.670583, 41.649197]
OH+OREGON+43616+15713+[-83.471366, 41.641842]
OH+TOLEDO+43617+7449+[-83.716967, 41.666765]
OH+OREGON+43618+3379+[-83.392302, 41.665636]
OH+NORTHWOOD+43619+7526+[-83.48056, 41.607986]
OH+TOLEDO+43620+8471+[-83.553602, 41.66536]
OH+TOLEDO+43623+21315+[-83.643408, 41.707968]
OH+TOLEDO+43624+1596+[-83.545005, 41.65627]
OH+SONORA+43701+56655+[-82.008898, 39.944265]
OH+SOMERTON+43713+7140+[-81.171295, 39.9812]
OH+BEALLSVILLE+43716+716+[-81.014358, 39.872601]
OH+BELMONT+43718+3229+[-81.006564, 40.03202]
OH+BETHESDA+43719+2464+[-81.076742, 40.019221]
OH+BLUE ROCK+43720+1001+[-81.891023, 39.799996]
OH+BYESVILLE+43723+5164+[-81.548485, 39.962336]
OH+CALDWELL+43724+7043+[-81.51528, 39.746651]
OH+CLAYSVILLE+43725+21261+[-81.591277, 40.030501]
OH+CHANDLERSVILLE+43727+1368+[-81.830084, 39.889659]
OH+CHESTERHILL+43728+1323+[-81.877286, 39.495277]
OH+HEMLOCK+43730+3374+[-82.097737, 39.634902]
OH+CROOKSVILLE+43731+4609+[-82.084018, 39.762321]
OH+CUMBERLAND+43732+1831+[-81.625925, 39.874092]
OH+DUNCAN FALLS+43734+957+[-81.911665, 39.877777]
OH+GLENFORD+43739+1632+[-82.302592, 39.869935]
OH+HOPEWELL+43746+1160+[-82.175619, 39.96008]
OH+JERUSALEM+43747+2037+[-81.092088, 39.848831]
OH+JUNCTION CITY+43748+2577+[-82.315525, 39.696531]
OH+GUERNSEY+43749+2109+[-81.53036, 40.166544]
OH+LEWISVILLE+43754+1366+[-81.231583, 39.768379]
OH+LORE CITY+43755+1487+[-81.447853, 40.045854]
OH+MC CONNELSVILLE+43756+4784+[-81.837625, 39.670014]
OH+MALTA+43758+3127+[-81.912746, 39.648212]
OH+MOUNT PERRY+43760+1550+[-82.188039, 39.878798]
OH+NEW CONCORD+43762+4770+[-81.738727, 40.008798]
OH+NEW LEXINGTON+43764+8536+[-82.201884, 39.717438]
OH+NEW STRAITSVILLE+43766+1669+[-82.248804, 39.586872]
OH+NORWICH+43767+1142+[-81.802425, 39.993438]
OH+PHILO+43771+1374+[-81.917479, 39.845773]
OH+PLEASANT CITY+43772+1231+[-81.55797, 39.909514]
OH+QUAKER CITY+43773+2139+[-81.289883, 39.986576]
OH+ROSEVILLE+43777+4293+[-82.079212, 39.818656]
OH+SALESVILLE+43778+1009+[-81.372793, 40.008146]
OH+SARAHSVILLE+43779+947+[-81.467825, 39.793846]
OH+SENECAVILLE+43780+3014+[-81.458043, 39.933718999999996]
OH+SHAWNEE+43782+1019+[-82.208459, 39.610984]
OH+SOMERSET+43783+2541+[-82.29911, 39.793615]
OH+PENNSVILLE+43787+1865+[-81.825251, 39.561434]
OH+SUMMERFIELD+43788+1151+[-81.331993, 39.803597]
OH+ANTIOCH+43793+5231+[-81.10336, 39.753063]
OH+ADAMSVILLE+43802+943+[-81.871847, 40.07929]
OH+BALTIC+43804+2225+[-81.679171, 40.447568]
OH+CONESVILLE+43811+696+[-81.895074, 40.180441]
OH+COSHOCTON+43812+21561+[-81.866033, 40.275412]
OH+ADAMS MILLS+43821+4204+[-82.018807, 40.112941]
OH+FRAZEYSBURG+43822+2746+[-82.129279, 40.131616]
OH+FRESNO+43824+2777+[-81.762297, 40.371126]
OH+NASHPORT+43830+3579+[-82.09976, 40.038588]
OH+NEWCOMERSTOWN+43832+7574+[-81.593969, 40.273895]
OH+PORT WASHINGTON+43837+1190+[-81.521518, 40.340359]
OH+STONE CREEK+43840+1208+[-81.589018, 40.405188]
OH+WALHONDING+43843+937+[-82.209359, 40.362037]
OH+WARSAW+43844+3177+[-82.055989, 40.317243]
OH+WEST LAFAYETTE+43845+4667+[-81.736102, 40.271829]
OH+ADENA+43901+1690+[-80.881538, 40.212581]
OH+ALLEDONIA+43902+499+[-80.957753, 39.905271]
OH+AMSTERDAM+43903+819+[-80.959554, 40.473131]
OH+BELLAIRE+43906+10480+[-80.763813, 40.020399]
OH+MOOREFIELD+43907+5925+[-80.996244, 40.264537]
OH+BERGHOLZ+43908+3392+[-80.886153, 40.47771]
OH+BLOOMINGDALE+43910+3925+[-80.807214, 40.3742]
OH+BRIDGEPORT+43912+7706+[-80.774682, 40.075184]
OH+BRILLIANT+43913+2057+[-80.631949, 40.268283]
OH+CLARINGTON+43915+1890+[-80.911311, 39.781908]
OH+DILLONVALE+43917+5972+[-80.802843, 40.212132]
OH+CALCUTTA+43920+25993+[-80.578669, 40.645918]
OH+HAMMONDSVILLE+43930+1060+[-80.729918, 40.579909]
OH+IRONDALE+43932+496+[-80.791546, 40.511052]
OH+ARMSTRONG MILLS+43933+1795+[-80.882181, 39.956304]
OH+MARTINS FERRY+43935+10605+[-80.736125, 40.103597]
OH+MINGO JUNCTION+43938+6388+[-80.625021, 40.320256]
OH+POWHATAN POINT+43942+2694+[-80.8168, 39.867935]
OH+RAYLAND+43943+4623+[-80.712534, 40.208274]
OH+RICHMOND+43944+2326+[-80.76128, 40.426061]
OH+SALINEVILLE+43945+3617+[-80.834977, 40.619525]
OH+SARDIS+43946+2785+[-80.924308, 39.652639]
OH+SHADYSIDE+43947+5918+[-80.764309, 39.967497]
OH+SAINT CLAIRSVILL+43950+14292+[-80.902285, 40.083439]
OH+WINTERSVILLE+43952+35873+[-80.66115, 40.370638]
OH+TILTONSVILLE+43963+872+[-80.699647, 40.168075]
OH+TORONTO+43964+11981+[-80.632504, 40.473298]
OH+WELLSVILLE+43968+8315+[-80.662095, 40.617099]
OH+YORKVILLE+43971+1213+[-80.707737, 40.158051]
OH+FREEPORT+43973+1905+[-81.276955, 40.192502]
OH+HOPEDALE+43976+1501+[-80.902136, 40.349647]
OH+FLUSHING+43977+2719+[-81.07573, 40.145144]
